transcript_id,gene_id,gene_name,cpg_density,loeuf,oe_lof_point_estimate,promoter_phastcons,exonic_phastcons,region_grch38,region_grch38_length,region_grch38_clipped
ENST00000264249,ENSG00000115526,CHST10,0.6524940261526659,0.954,0.54654,0.0745,0.8987025498558474,chr2:100415658-100419656,3999,chr2:100417158-100418156
ENST00000306103,ENSG00000169087,HSPBAP1,0.6524183833186921,1.031,0.68729,0.1554249999999998,0.8479827377950707,chr3:122791826-122795824,3999,chr3:122793326-122794324
ENST00000310823,ENSG00000151694,ADAM17,0.6524022080657959,0.25,0.11875,0.0692499999999999,0.7544398542143111,chr2:9553790-9557788,3999,chr2:9555290-9556288
ENST00000373001,ENSG00000116954,RRAGC,0.6524017654063072,0.298,0.062718,0.175325,0.9795,chr1:38857825-38861823,3999,chr1:38859325-38860323
ENST00000222792,ENSG00000106069,CHN2,0.6523955147808359,0.577,0.31977,0.3263,0.8290166573854268,chr7:29192413-29196411,3999,chr7:29193913-29194911
ENST00000355585,ENSG00000078269,SYNJ2,0.6523885145285205,0.7,0.52118,0.0764749999999999,0.7598585587687352,chr6:157979888-157983886,3999,chr6:157981388-157982386
ENST00000306627,ENSG00000170142,UBE2E1,0.6523673771060531,0.571,0.12028,0.2296999999999999,0.7027702554170245,chr3:23803904-23807902,3999,chr3:23805404-23806402
ENST00000318471,ENSG00000112357,PEX7,0.6523509475289507,1.386,0.94454,0.0834999999999999,0.9266056541772726,chr6:136820586-136824584,3999,chr6:136822086-136823084
ENST00000523211,ENSG00000185942,NKAIN3,0.652307937076149,0.739,0.28609,0.105425,0.5121344558611283,chr8:62246943-62250941,3999,chr8:62248443-62249441
ENST00000464792,ENSG00000149474,CSRP2BP,0.6522963144156384,1.771,0.0,0.0598,0.8621301775147928,chr20:18136119-18140117,3999,chr20:18137619-18138617
ENST00000366923,ENSG00000136628,EPRS,0.6521100727253882,0.488,0.35991,0.05085,0.8410883454505398,chr1:220044660-220048658,3999,chr1:220046160-220047158
ENST00000361418,ENSG00000139116,KIF21A,0.652087845548336,0.426,0.31224,0.1393999999999999,0.8844348866638069,chr12:39440988-39444986,3999,chr12:39442488-39443486
ENST00000221232,ENSG00000088038,CNOT3,0.6518532550180861,0.076,0.0,0.16265,0.8398899135736327,chr19:54135728-54139727,4000,chr19:54137228-54138227
ENST00000354386,ENSG00000100578,KIAA0586,0.6517937576175084,0.681,0.50736,0.1106749999999999,0.6221867500653852,chr14:58425386-58429384,3999,chr14:58426886-58427884
ENST00000255882,ENSG00000241973,PI4KA,0.6516880247234145,0.45,0.34788,0.09095,0.9066716849970512,chr22:20856814-20860812,3999,chr22:20858314-20859312
ENST00000359308,ENSG00000196419,XRCC6,0.6516694792671167,0.224,0.07103,0.1231249999999999,0.7782759315626286,chr22:41619351-41623349,3999,chr22:41620851-41621849
ENST00000269051,ENSG00000141314,RHBDL3,0.6516528718684371,1.09,0.68532,0.2738500000000001,0.8395774497722539,chr17:32264177-32268175,3999,chr17:32265677-32266675
ENST00000307839,ENSG00000174748,RPL15,0.6516116352614382,0.266,0.0,0.1306999999999999,0.56148564267779,chr3:23914546-23918544,3999,chr3:23916046-23917044
ENST00000305626,ENSG00000172007,RAB33B,0.6515585626014015,0.598,0.12606,0.1089000000000001,0.9682091097308488,chr4:139451808-139455806,3999,chr4:139453308-139454306
ENST00000261819,ENSG00000089053,ANAPC5,0.6515139705779488,0.766,0.53206,0.1027749999999999,0.9249584575716718,chr12:121350464-121354462,3999,chr12:121351964-121352962
ENST00000227474,ENSG00000110060,PUS3,0.6513475530386712,1.078,0.69983,0.088125,0.808197542746329,chr11:125901223-125905221,3999,chr11:125902723-125903721
ENST00000309983,ENSG00000137364,TPMT,0.6513153609767361,1.111,0.65473,0.0963,0.7749832860646358,chr6:18153076-18157074,3999,chr6:18154576-18155574
ENST00000294312,ENSG00000162344,FGF19,0.6512763854160609,1.149,0.0,0.15375,0.7893661846342552,chr11:69702644-69706642,3999,chr11:69704144-69705142
ENST00000291565,ENSG00000160209,PDXK,0.6512168539836655,0.43,0.16637,0.033025,0.8070125772967327,chr21:43717113-43721111,3999,chr21:43718613-43719611
ENST00000316963,ENSG00000120992,LYPLA1,0.6512126209207306,1.111,0.63685,0.0673249999999999,0.9259607630887392,chr8:54100019-54104017,3999,chr8:54101519-54102517
ENST00000405159,ENSG00000133193,FAM104A,0.6511704504906967,0.835,0.26529,0.090625,0.6417764588618369,chr17:73230373-73234371,3999,chr17:73231873-73232871
ENST00000286692,ENSG00000156171,DRAM2,0.651150676266488,1.125,0.62343,0.1238500000000001,0.8202796530459462,chr1:111138042-111142040,3999,chr1:111139542-111140540
ENST00000328404,ENSG00000219435,TEX40,0.6510729201670588,0.912,0.35298,0.1309499999999999,0.4187934817142462,chr11:64298392-64302390,3999,chr11:64299892-64300890
ENST00000206595,ENSG00000092140,G2E3,0.6510380746928259,0.316,0.16818,0.077625,0.8052689084154278,chr14:30557124-30561122,3999,chr14:30558624-30559622
ENST00000338641,ENSG00000186575,NF2,0.651021454543744,0.091,0.0,0.141825,0.8990622013299536,chr22:29601559-29605557,3999,chr22:29603059-29604057
ENST00000215730,ENSG00000099940,SNAP29,0.6509466408301248,0.769,0.33624,0.08755,0.7636348895131225,chr22:20856984-20860982,3999,chr22:20858484-20859482
ENST00000381733,ENSG00000104763,ASAH1,0.6508261054087973,1.151,0.79203,0.1060499999999999,0.8723819946171388,chr8:18082970-18086968,3999,chr8:18084470-18085468
ENST00000342697,ENSG00000164938,TP53INP1,0.6507381507381508,1.388,0.70736,0.1119999999999999,0.8957483472743876,chr8:94947413-94951411,3999,chr8:94948913-94949911
ENST00000360184,ENSG00000197102,DYNC1H1,0.650730124391563,0.063,0.034977,0.1539750000000001,0.8940254260825076,chr14:101962529-101966527,3999,chr14:101964029-101965027
ENST00000394795,ENSG00000120727,PAIP2,0.6507217551659397,0.728,0.15349,0.1346750000000002,0.868506209477498,chr5:139340443-139344441,3999,chr5:139341943-139342941
ENST00000326866,ENSG00000179059,ZFP42,0.650716629736628,,,0.032775,0.3076843198338523,chr4:187993772-187997770,3999,chr4:187995272-187996270
ENST00000356763,ENSG00000196455,PIK3R4,0.6506881378148114,0.383,0.25224,0.1346999999999999,0.9034585269548744,chr3:130744831-130748829,3999,chr3:130746331-130747329
ENST00000316610,ENSG00000176055,MBLAC2,0.6506005543578688,1.353,0.7519,0.1941750000000003,0.9483070518800202,chr5:90472770-90476768,3999,chr5:90474270-90475268
ENST00000262345,ENSG00000081985,IL12RB2,0.6505736594644189,0.689,0.47837,0.0305249999999999,0.5737947916507891,chr1:67305365-67309363,3999,chr1:67306865-67307863
ENST00000331710,ENSG00000183735,TBK1,0.6505736594644189,0.406,0.23916,0.0830249999999999,0.9672598366374686,chr12:64449881-64453879,3999,chr12:64451381-64452379
ENST00000366994,ENSG00000143493,INTS7,0.6505098181598136,0.541,0.35587,0.125275,0.9393907926618208,chr1:212033544-212037542,3999,chr1:212035044-212036042
ENST00000347140,ENSG00000179912,R3HDM2,0.6505056665142044,0.176,0.076823,0.1540499999999998,0.914412392119573,chr12:57429007-57433005,3999,chr12:57430507-57431505
ENST00000280326,ENSG00000150753,CCT5,0.6505038411653198,0.183,0.038577,0.059625,0.896547017249688,chr5:10247922-10251920,3999,chr5:10249422-10250420
ENST00000539719,ENSG00000160094,ZNF362,0.6503891672886235,0.356,0.11302,0.4146249999999996,0.9414885193982582,chr1:33254574-33258572,3999,chr1:33256074-33257072
ENST00000418814,ENSG00000082269,FAM135A,0.6503590991405168,0.27,0.15942,0.11495,0.925424087846442,chr6:70411309-70415307,3999,chr6:70412809-70413807
ENST00000322716,ENSG00000178567,EPM2AIP1,0.6503547389485174,0.439,0.19177,0.3516499999999999,1.0,chr3:36991306-36995304,3999,chr3:36992806-36993804
ENST00000282007,ENSG00000123200,ZC3H13,0.6502463054187192,0.202,0.12708,0.129625,0.8812615997802014,chr13:46050761-46054759,3999,chr13:46052261-46053259
ENST00000369258,ENSG00000131778,CHD1L,0.6502067208954019,1.295,1.0301,0.0683499999999999,0.7966592427616925,chr1:147240686-147244682,3997,chr1:147242186-147243182
ENST00000506587,ENSG00000013375,PGM3,0.6501899651404175,0.679,0.43409,0.1565499999999999,0.8075241468220611,chr6:83191916-83195914,3999,chr6:83193416-83194414
ENST00000241256,ENSG00000121853,GHSR,0.6501877697438484,0.994,0.47299,0.1962000000000001,0.9680744777475024,chr3:172446458-172450456,3999,chr3:172447958-172448956
ENST00000321945,ENSG00000163322,FAM175A,0.6501492388025433,1.06,0.66661,0.0627499999999999,0.8469932529501966,chr4:83483183-83487181,3999,chr4:83484683-83485681
ENST00000359933,ENSG00000066739,ATG2B,0.6501306345379292,0.433,0.32499,0.10355,0.8599227735785858,chr14:96361872-96365870,3999,chr14:96363372-96364370
ENST00000217652,ENSG00000101608,MYL12A,0.6500550858368193,1.744,0.91559,0.07315,0.7119009047306039,chr18:3245531-3249529,3999,chr18:3247031-3248029
ENST00000336229,ENSG00000033030,ZCCHC8,0.6500524428811282,0.201,0.063836,0.097125,0.8498075632966584,chr12:122498973-122502971,3999,chr12:122500473-122501471
ENST00000262662,ENSG00000123080,CDKN2C,0.6500431669290538,0.938,0.19811,0.2046000000000002,0.9575936883629192,chr1:50958746-50962744,3999,chr1:50960246-50961244
ENST00000393775,ENSG00000144847,IGSF11,0.6500426257459505,0.786,0.43568,0.121775,0.848586601624482,chr3:119032890-119036888,3999,chr3:119034390-119035388
ENST00000311549,ENSG00000122026,RPL21,0.6499958709278691,0.469,0.098949,0.0343249999999999,0.8704510750636462,chr13:27249310-27253308,3999,chr13:27250810-27251808
ENST00000233025,ENSG00000114902,SPCS1,0.6499792559811921,1.095,0.47877,0.099225,0.9280573223501182,chr3:52703637-52707635,3999,chr3:52705137-52706135
ENST00000290846,ENSG00000100416,TRMU,0.6499658492519884,1.577,1.1159,0.06755,0.8216029772426648,chr22:46333426-46337424,3999,chr22:46334926-46335924
ENST00000217086,ENSG00000101115,SALL4,0.6498400393749231,0.109,0.0,0.2939000000000002,0.7089816571790011,chr20:51800522-51804520,3999,chr20:51802022-51803020
ENST00000309451,ENSG00000173272,MZT2A,0.6497692939763605,1.951,1.8418,0.142025,0.8881008539353068,chr2:131490424-131494422,3999,chr2:131491924-131492922
ENST00000398073,ENSG00000175215,CTDSP2,0.6497015106215063,0.662,0.28908,0.3149499999999998,0.7331609338211882,chr12:57844741-57848739,3999,chr12:57846241-57847239
ENST00000225823,ENSG00000108684,ASIC2,0.6496980814797829,0.2,0.04218,0.2383500000000002,0.8257292907483267,chr17:33290990-33294988,3999,chr17:33292490-33293488
ENST00000437633,ENSG00000128512,DOCK4,0.64964869540656,0.282,0.19917,0.2191000000000001,0.9273420474728888,chr7:112204397-112208395,3999,chr7:112205897-112206895
ENST00000373731,ENSG00000112078,KCTD20,0.6495951798154773,0.814,0.45087,0.0517249999999999,0.8887846626002535,chr6:36440768-36444766,3999,chr6:36442268-36443266
ENST00000284523,ENSG00000154342,WNT3A,0.6495780046437917,0.322,0.067809,0.129,0.6413000500271042,chr1:228005052-228009050,3999,chr1:228006552-228007550
ENST00000334828,ENSG00000171314,PGAM1,0.6494113646988823,1.657,1.0014,0.0986,0.7769133781326831,chr10:97424161-97428159,3999,chr10:97425661-97426659
ENST00000505992,ENSG00000151247,EIF4E,0.6493740755438507,0.349,0.11093,0.2838250000000002,0.8172869975067854,chr4:98927135-98931133,3999,chr4:98928635-98929633
ENST00000369747,ENSG00000118420,UBE3D,0.6492885508785529,0.969,0.60961,0.0742499999999999,0.7781803552123682,chr6:83063843-83067841,3999,chr6:83065343-83066341
ENST00000376033,ENSG00000204469,PRRC2A,0.6492525200512685,0.156,0.091754,0.18635,0.8156911346085396,chr6:31618726-31622724,3999,chr6:31620226-31621224
ENST00000396560,ENSG00000166669,ATF7IP2,0.6492000927428704,0.473,0.2518,0.0447999999999999,0.8016136896445631,chr16:10384056-10388054,3999,chr16:10385556-10386554
ENST00000374586,ENSG00000106771,TMEM245,0.6491994383013555,0.588,0.38707,0.1836250000000001,0.8758333333333332,chr9:109117947-109121945,3999,chr9:109119447-109120445
ENST00000305632,ENSG00000106638,TBL2,0.6491988684059916,0.874,0.50081,0.0819499999999999,0.884932685531808,chr7:73576793-73580791,3999,chr7:73578293-73579291
ENST00000328205,ENSG00000183814,LIN9,0.6490670133388932,0.259,0.11321,0.13145,0.96776437560984,chr1:226307735-226311733,3999,chr1:226309235-226310233
ENST00000331314,ENSG00000118197,DDX59,0.6490299823633157,0.881,0.56373,0.0666499999999999,0.7950698790156835,chr1:200667971-200671969,3999,chr1:200669471-200670469
ENST00000261374,ENSG00000122254,HS3ST2,0.6490147554100069,0.853,0.37287,0.2080749999999999,0.8951822916666666,chr16:22812178-22816176,3999,chr16:22813678-22814676
ENST00000354371,ENSG00000198612,COPS8,0.6488861639076231,0.475,0.15084,0.0689249999999999,0.7873206137779988,chr2:237083313-237087311,3999,chr2:237084813-237085811
ENST00000244625,ENSG00000124659,TBCC,0.648771389181737,1.535,0.88887,0.3659999999999997,0.7641221374045803,chr6:42744822-42748820,3999,chr6:42746322-42747320
ENST00000221922,ENSG00000105321,CCDC9,0.6487579970481511,0.786,0.48538,,0.6842651227052274,chr19:47254460-47258458,3999,chr19:47255960-47256958
ENST00000451315,ENSG00000225921,NOL7,0.6487070907288945,1.297,0.81574,0.08805,0.8109868090868659,chr6:13613328-13617326,3999,chr6:13614828-13615826
ENST00000405375,ENSG00000124762,CDKN1A,0.6486797459288741,1.35,0.64621,0.1523999999999998,0.924615039281706,chr6:36676711-36680709,3999,chr6:36678211-36679209
ENST00000306336,ENSG00000168887,C2orf68,0.6486513606447809,1.691,0.97745,0.1519,0.9230457911219504,chr2:85610031-85614029,3999,chr2:85611531-85612529
ENST00000358776,ENSG00000196177,ACADSB,0.6486030711355418,1.156,0.78764,0.09215,0.7258342642789607,chr10:123007017-123011015,3999,chr10:123008517-123009515
ENST00000260762,ENSG00000138190,EXOC6,0.6485192144603156,0.523,0.34899,0.1134500000000001,0.969087273401921,chr10:92846521-92850519,3999,chr10:92848021-92849019
ENST00000355624,ENSG00000107560,RAB11FIP2,0.6485115459074118,0.356,0.11309,0.2622499999999999,0.941836001087569,chr10:118044605-118048603,3999,chr10:118046105-118047103
ENST00000324266,ENSG00000171853,TRAPPC12,0.648508430609598,1.165,0.83431,0.0294499999999999,0.8101096808504046,chr2:3377687-3381685,3999,chr2:3379187-3380185
ENST00000432999,ENSG00000236287,ZBED5,0.648419865186404,0.43,0.18778,0.1621750000000001,0.8505555555555548,chr11:10856075-10860073,3999,chr11:10857575-10858573
ENST00000547378,ENSG00000203546,RP11-176H8.1,0.648403306856865,1.295,0.41784,0.139775,0.581067968689452,chr14:31455409-31459407,3999,chr14:31456909-31457907
ENST00000357479,ENSG00000196792,STRN3,0.6483734631147541,0.354,0.19634,0.259,0.9885379146627412,chr14:31024384-31028382,3999,chr14:31025884-31026882
ENST00000559008,ENSG00000259495,RP11-210M15.2,0.6482966006817088,1.89,1.0799,0.1047249999999999,0.2967509050403786,chr15:80401577-80405575,3999,chr15:80403077-80404075
ENST00000603302,ENSG00000138796,HADH,0.6482951268227342,0.974,0.55831,0.0970250000000001,0.6801324331564185,chr4:107987715-107991713,3999,chr4:107989215-107990213
ENST00000479035,ENSG00000125691,RPL23,0.64818963679629,0.738,0.2344,0.2196999999999999,0.9441847748203694,chr17:38851845-38855843,3999,chr17:38853345-38854343
ENST00000519479,ENSG00000253953,PCDHGB4,0.6481841583791692,0.946,0.62312,0.1838249999999999,0.9437317470080436,chr5:141385886-141389884,3999,chr5:141387386-141388384
ENST00000334660,ENSG00000187446,CHP1,0.6481606073757645,0.521,0.16554,0.1070249999999999,0.9438739674455232,chr15:41229144-41233142,3999,chr15:41230644-41231642
ENST00000369604,ENSG00000116793,PHTF1,0.6481212639234608,1.167,0.89933,0.1232749999999999,0.8386194844910441,chr1:113757478-113761476,3999,chr1:113758978-113759976
ENST00000375898,ENSG00000139826,ABHD13,0.6479483958449773,0.397,0.083652,0.0585999999999999,0.9906976744186048,chr13:108216380-108220378,3999,chr13:108217880-108218878
ENST00000366565,ENSG00000182901,RGS7,0.6479015189691167,0.344,0.17409,0.1508000000000001,0.9655054644808744,chr1:241355232-241359230,3999,chr1:241356732-241357730
ENST00000396020,ENSG00000213741,RPS29,0.6478443501703204,1.166,0.2492,0.1644999999999999,0.6375320342449179,chr14:49584378-49588376,3999,chr14:49585878-49586876
ENST00000309446,ENSG00000118263,KLF7,0.6478357805215078,0.253,0.0,0.4359249999999995,0.6424264271639974,chr2:207163947-207167945,3999,chr2:207165447-207166445
ENST00000254950,ENSG00000132612,VPS4A,0.6477678720491502,0.36,0.1393899999999999,0.0691999999999999,0.8830442281540952,chr16:69309357-69313355,3999,chr16:69310857-69311855
ENST00000369046,ENSG00000130348,QRSL1,0.6476990491279728,0.912,0.60033,0.11335,0.8228586315133517,chr6:106627579-106631577,3999,chr6:106629079-106630077
ENST00000599478,ENSG00000268865,AC026310.1,0.6476592749032031,,,0.088175,0.9811881188118812,chr12:24900310-24904308,3999,chr12:24901810-24902808
ENST00000425232,ENSG00000197603,C5orf42,0.6475448911488956,0.658,0.5452,0.0907,0.5846120976164593,chr5:37247430-37251428,3999,chr5:37248930-37249928
ENST00000303887,ENSG00000166508,MCM7,0.6475092404964529,1.275,0.96917,0.2611000000000001,0.9038237715524648,chr7:100099942-100103940,3999,chr7:100101442-100102440
ENST00000458537,ENSG00000136603,SKIL,0.6474911995914422,0.307,0.13421,0.4697750000000006,0.5311688245233415,chr3:170357624-170361622,3999,chr3:170359124-170360122
ENST00000260508,ENSG00000137944,CCBL2,0.6474671086708795,1.282,0.90525,0.0166,0.9024650545039284,chr1:88990923-88994921,3999,chr1:88992423-88993421
ENST00000392845,ENSG00000169359,SLC33A1,0.6474485002092364,0.818,0.48219,,0.8559677833645246,chr3:155852380-155856378,3999,chr3:155853880-155854878
ENST00000290881,ENSG00000196123,KIAA0895L,0.6474140902483253,0.731,0.40503,0.2186249999999999,0.9096440461188512,chr16:67182042-67186040,3999,chr16:67183542-67184540
ENST00000378075,ENSG00000204950,LRRC10B,0.6473105636785446,1.743,0.67909,0.2381749999999999,0.6643410852713176,chr11:61506801-61510799,3999,chr11:61508301-61509299
ENST00000362063,ENSG00000198740,ZNF652,0.6472779007167699,0.329,0.10436,0.3719250000000001,0.1308905656815872,chr17:49360475-49364473,3999,chr17:49361975-49362973
ENST00000296953,ENSG00000164463,CREBRF,0.6472659486329743,0.098,0.0,0.2918250000000002,0.9847524834225148,chr5:173054353-173058351,3999,chr5:173055853-173056851
ENST00000231790,ENSG00000076242,MLH1,0.6471606963813691,0.561,0.36429,0.3461499999999998,0.8750634915842902,chr3:36991333-36995331,3999,chr3:36992833-36993831
ENST00000272771,ENSG00000144339,TMEFF2,0.6470860570830004,0.711,0.41904,0.3645250000000003,0.8997258718838905,chr2:192193711-192197709,3999,chr2:192195211-192196209
ENST00000447716,ENSG00000109113,RAB34,0.6469597364458953,1.009,0.63473,0.2048999999999999,0.7809490337301187,chr17:28716270-28720268,3999,chr17:28717770-28718768
ENST00000169551,ENSG00000075336,TIMM21,0.6469506187604289,1.121,0.62163,0.0530999999999999,0.8738157651040481,chr18:74146512-74150510,3999,chr18:74148012-74149010
ENST00000313525,ENSG00000059769,DNAJC25,0.6469390200071882,1.088,0.64123,0.1173999999999999,0.9172246497077956,chr9:111629353-111633351,3999,chr9:111630853-111631851
ENST00000261844,ENSG00000047346,FAM214A,0.6469286949432109,0.34,0.19461,0.2699249999999997,0.9217978410263852,chr15:52676625-52680623,3999,chr15:52678125-52679123
ENST00000216807,ENSG00000100916,BRMS1L,0.646890461566452,0.592,0.29973,,0.9726427457227044,chr14:35824319-35828317,3999,chr14:35825819-35826817
ENST00000235345,ENSG00000116704,SLC35D1,0.6468792990975378,0.779,0.44641,0.1664500000000001,0.9340823970037452,chr1:67052101-67056099,3999,chr1:67053601-67054599
ENST00000253255,ENSG00000130943,PKDREJ,0.646811319198086,1.158,0.76226,0.130725,0.993939393939394,chr22:46261324-46265322,3999,chr22:46262824-46263822
ENST00000273047,ENSG00000144566,RAB5A,0.6468043820996887,0.588,0.18679,0.1224499999999999,0.928521250376002,chr3:19945080-19949078,3999,chr3:19946580-19947578
ENST00000054950,ENSG00000049449,RCN1,0.646776922089382,1.049,0.58125,0.11275,0.8691797083179128,chr11:32088905-32092903,3999,chr11:32090405-32091403
ENST00000475243,ENSG00000124164,VAPB,0.6467382092934051,0.548,0.17398,0.119725,0.898360655737705,chr20:58387123-58391121,3999,chr20:58388623-58389621
ENST00000261942,ENSG00000113194,FAF2,0.6467228924775916,0.171,0.036055,0.090175,0.9610101486623118,chr5:176446356-176450354,3999,chr5:176447856-176448854
ENST00000294008,ENSG00000188827,SLX4,0.6466705974095137,0.825,0.63821,0.0319749999999999,0.5224470137699444,chr16:3609600-3613598,3999,chr16:3611100-3612098
ENST00000369971,ENSG00000121940,CLCC1,0.6466579190681039,0.579,0.33194,0.06065,0.5652777777777778,chr1:108961491-108965489,3999,chr1:108962991-108963989
ENST00000359246,ENSG00000197724,PHF2,0.6466571163925278,0.175,0.076632,0.1235250000000001,0.8868976561759145,chr9:93574408-93578406,3999,chr9:93575908-93576906
ENST00000262144,ENSG00000103091,WDR59,0.6466214031684449,0.719,0.53512,0.0619499999999999,0.91486343114594,chr16:74983150-74987148,3999,chr16:74984650-74985648
ENST00000351081,ENSG00000100592,DAAM1,0.6465963169873784,0.262,0.14992,0.2810250000000001,0.895938723910882,chr14:59186682-59190680,3999,chr14:59188182-59189180
ENST00000269439,ENSG00000141622,RNF165,0.6465943039831407,0.251,0.052963,0.4827750000000004,0.9558422811940892,chr18:46332225-46336223,3999,chr18:46333725-46334723
ENST00000439965,ENSG00000224474,AL355490.1,0.6464977423351093,1.954,1.8669,0.0987499999999999,0.5709809360552699,chr10:97424076-97428074,3999,chr10:97425576-97426574
ENST00000344773,ENSG00000158019,BRE,0.646392322848104,0.483,0.25694,0.2020000000000001,0.8960384312895417,chr2:27888730-27892728,3999,chr2:27890230-27891228
ENST00000238789,ENSG00000119778,ATAD2B,0.6463813723969298,0.161,0.076651,0.2404250000000001,0.9716004368118576,chr2:23925116-23929114,3999,chr2:23926616-23927614
ENST00000388942,ENSG00000169758,C15orf27,0.646358250044886,1.03,0.65864,0.182125,0.9322550945408962,chr15:76057838-76061836,3999,chr15:76059338-76060336
ENST00000367455,ENSG00000116750,UCHL5,0.6463246747371074,0.636,0.35269,0.094925,0.9745454545454544,chr1:193057498-193061496,3999,chr1:193058998-193059996
ENST00000400288,ENSG00000198089,SFI1,0.6463204974082548,0.999,0.8237,0.08405,0.4865906876221966,chr22:31494564-31498562,3999,chr22:31496064-31497062
ENST00000301280,ENSG00000167670,CHAF1A,0.646306154851966,0.12,0.025237,0.076625,0.7648377215869921,chr19:4400663-4404661,3999,chr19:4402163-4403161
ENST00000185150,ENSG00000068912,ERLEC1,0.6463012042590784,0.681,0.42008,0.097625,0.9451265580785284,chr2:53785081-53789079,3999,chr2:53786581-53787579
ENST00000519973,ENSG00000147454,SLC25A37,0.6462635566780568,0.586,0.18622,0.1592500000000002,0.8177729230755894,chr8:23526806-23530804,3999,chr8:23528306-23529304
ENST00000367879,ENSG00000143179,UCK2,0.6462601799670298,0.487,0.15484,0.147825,0.8968193384223918,chr1:165825532-165829530,3999,chr1:165827032-165828030
ENST00000216037,ENSG00000100219,XBP1,0.6462532697338051,0.778,0.36995,0.1255499999999999,0.9187358472936624,chr22:28798599-28802597,3999,chr22:28800099-28801097
ENST00000407573,ENSG00000122585,NPY,0.646233469791892,1.052,0.33506,0.08875,0.9223946917254484,chr7:24282189-24286187,3999,chr7:24283689-24284687
ENST00000237264,ENSG00000028839,TBPL1,0.646177778664167,0.687,0.21828,0.1562500000000003,0.9744116863583748,chr6:133951196-133955194,3999,chr6:133952696-133953694
ENST00000297338,ENSG00000164754,RAD21,0.646142450771037,0.155,0.032664,0.1725250000000001,0.9197109342251442,chr8:116872868-116876866,3999,chr8:116874368-116875366
ENST00000287394,ENSG00000156802,ATAD2,0.6460905349794238,0.243,0.14681,0.097325,0.8681876996823001,chr8:123394467-123398465,3999,chr8:123395967-123396965
ENST00000254657,ENSG00000132326,PER2,0.6460467549799437,0.33,0.19474,0.095475,0.5349963997615877,chr2:238286611-238290609,3999,chr2:238288111-238289109
ENST00000356017,ENSG00000204977,TRIM13,0.6460023738641449,0.396,0.08354,0.1153999999999999,0.7998829888003566,chr13:49995038-49999036,3999,chr13:49996538-49997536
ENST00000357066,ENSG00000172081,MOB3A,0.6459996104277158,1.673,0.93004,0.1265249999999999,0.8303401754548544,chr19:2094334-2098332,3999,chr19:2095834-2096832
ENST00000369905,ENSG00000138107,ACTR1A,0.6459948320413437,0.334,0.12909,0.2979499999999997,0.9316088563216604,chr10:102500713-102504711,3999,chr10:102502213-102503211
ENST00000549701,ENSG00000087470,DNM1L,0.6459921045409445,0.512,0.32751,0.1284499999999999,0.8369947565889461,chr12:32677291-32681289,3999,chr12:32678791-32679789
ENST00000257770,ENSG00000135318,NT5E,0.6459707028117303,1.152,0.78493,0.0758,0.7671987419503642,chr6:85448092-85452090,3999,chr6:85449592-85450590
ENST00000300146,ENSG00000166889,PATL1,0.645817781715583,0.287,0.15296,0.118575,0.9267726269462156,chr11:59666982-59670980,3999,chr11:59668482-59669480
ENST00000530167,ENSG00000188486,H2AFX,0.64564552446593,1.664,0.42902,0.2667750000000001,0.8892473118279569,chr11:119093469-119097467,3999,chr11:119094969-119095967
ENST00000295890,ENSG00000163626,COX18,0.645630775796506,1.56,1.0439,0.0812,0.7783289237502059,chr4:73067743-73071741,3999,chr4:73069243-73070241
ENST00000376887,ENSG00000125257,ABCC4,0.6456067055213739,0.498,0.35921,0.0301499999999999,0.8139553558769695,chr13:95299431-95303429,3999,chr13:95300931-95301929
ENST00000367846,ENSG00000143158,MPC2,0.6456062095579065,0.625,0.1317,0.220525,0.9255208333333332,chr1:167934042-167938040,3999,chr1:167935542-167936540
ENST00000287078,ENSG00000156521,TYSND1,0.6455085088673949,1.001,0.53282,0.1686750000000001,0.6755416383879069,chr10:70144588-70148586,3999,chr10:70146088-70147086
ENST00000521291,ENSG00000156482,RPL30,0.645476998070904,0.476,0.0,0.0980249999999999,0.5484103291794696,chr8:98043516-98047514,3999,chr8:98045016-98046014
ENST00000354181,ENSG00000140199,SLC12A6,0.6453089743729493,0.397,0.26496,0.2195749999999998,0.867730054223482,chr15:34335754-34339752,3999,chr15:34337254-34338252
ENST00000222803,ENSG00000106080,FKBP14,0.6452942388648474,1.656,0.94787,0.1165749999999999,0.8679375123688299,chr7:30024686-30028684,3999,chr7:30026186-30027184
ENST00000310137,ENSG00000239306,RBM14,0.6452453066385492,0.201,0.042433,0.298225,0.9716072568545658,chr11:66614583-66618581,3999,chr11:66616083-66617081
ENST00000534358,ENSG00000118058,KMT2A,0.6451113462183573,0.066,0.031164,0.657125,0.848370851104291,chr11:118434491-118438489,3999,chr11:118435991-118436989
ENST00000333610,ENSG00000183891,TTC32,0.6450643956460616,1.309,0.51171,0.0691749999999999,0.9935509719312076,chr2:19899988-19903986,3999,chr2:19901488-19902486
ENST00000265729,ENSG00000075142,SRI,0.6450572488308337,1.484,0.96617,0.0628749999999999,0.8962507780490647,chr7:88218081-88222079,3999,chr7:88219581-88220579
ENST00000315684,ENSG00000178971,CTC1,0.6449508774629977,0.638,0.46799,,0.6302246218459883,chr17:8246046-8250044,3999,chr17:8247546-8248544
ENST00000440869,ENSG00000112419,PHACTR2,0.644937642591682,0.608,0.38224,0.197625,0.8200060649158175,chr6:143675966-143679964,3999,chr6:143677466-143678464
