chr,start,end,transcript_id,gene_id,gene_name,cpg_density,loeuf,oe_lof_point_estimate,promoter_phastcons,exonic_phastcons
chr7,116961344,116965343,ENST00000265441,ENSG00000105989,WNT2,0.6778887103430714,0.608,0.28897,0.40927499999999983,0.8279283487822399
chr7,2557476,2561475,ENST00000222725,ENSG00000106003,LFNG,0.6058130828398339,0.698,0.30513,0.20305000000000006,0.8614745971381456
chr7,27185394,27189393,ENST00000222728,ENSG00000106006,HOXA6,0.505795574288725,1.562,0.90731,0.3880999999999999,0.9307719808912868
chr7,2593362,2597361,ENST00000340611,ENSG00000106009,BRAT1,0.4960972350580714,0.953,0.6675,0.05090000000000001,0.5997044234937975
chr7,141436407,141440406,ENST00000481508,ENSG00000106028,SSBP1,0.41993446656493605,0.892,0.45178,0.053749999999999964,0.7441866725981605
chr7,27237726,27241725,ENST00000222753,ENSG00000106031,HOXA13,0.6747776022811837,0.301,0,0.44389999999999985,0.9687337145655177
chr7,27280164,27284163,ENST00000496902,ENSG00000106038,EVX1,0.4833411356115986,1.555,0.9261,0.3474499999999997,0.9456823986996403
chr7,27700615,27704614,ENST00000265395,ENSG00000106049,HIBADH,0.54424616672772,0.853,0.43214,0.10357500000000006,0.9432437986630906
chr7,27777808,27781807,ENST00000396319,ENSG00000106052,TAX1BP1,0.676252201223608,0.62,0.4179,0.07997499999999998,0.8705494976460654
chr7,29232028,29236027,ENST00000222792,ENSG00000106069,CHN2,0.6523955147808359,0.577,0.31977,0.32630000000000003,0.8290166573854268
chr7,73151198,73155197,ENST00000222800,ENSG00000106077,ABHD11,0.5162754414580526,0.996,0.50446,0.17077499999999998,0.7120334798043703
chr7,30064301,30068300,ENST00000222803,ENSG00000106080,FKBP14,0.6452942388648474,1.656,0.94787,0.11657499999999998,0.8679375123688299
chr7,30066029,30070028,ENST00000449726,ENSG00000106086,PLEKHA8,0.7173196837644937,0.947,0.63129,0.09674999999999997,0.8512241718846518
chr7,30516397,30520396,ENST00000222823,ENSG00000106100,NOD1,0.5446623093681917,1.152,0.84461,0.050850000000000006,0.7936566476259763
chr7,30632297,30636296,ENST00000389266,ENSG00000106105,GARS,0.6120022074286516,0.424,0.24314,0.11744999999999989,0.8973145206093474
chr7,142983308,142987307,ENST00000310447,ENSG00000106144,CASP2,0.5057751632111342,0.647,0.37089,0.08334999999999992,0.7894227975201699
chr7,56172270,56176269,ENST00000395422,ENSG00000106153,CHCHD2,0.5752829673095454,1.891,1.3081,0.07937499999999995,0.8528807976853199
chr7,75929861,75933860,ENST00000248553,ENSG00000106211,HSPB1,0.514105777263672,1.867,1.2212,0.20740000000000008,0.9118939490717084
chr7,98244609,98248608,ENST00000265634,ENSG00000106236,NPTX2,0.8172024229116112,0.742,0.35268,0.21917500000000012,0.8270068534085859
chr7,99004453,99008452,ENST00000350498,ENSG00000106244,PDAP1,0.5694125891946993,0.799,0.34914,0.09229999999999998,0.855386504451654
chr7,99004264,99008263,ENST00000403633,ENSG00000106245,BUD31,0.5561198283752419,0.872,0.27711,0.09927499999999999,0.9267529814567059
chr7,99061788,99065787,ENST00000555673,ENSG00000106246,PTCD1,0.5568051108848073,1.176,0.83625,0.06509999999999998,0.8532300776588214
chr7,99611204,99615203,ENST00000324306,ENSG00000106261,ZKSCAN1,0.519027549982353,0.324,0.12543,0.19940000000000008,0.759258991582985
chr7,2392501,2396500,ENST00000360876,ENSG00000106263,EIF3B,0.7447366388474469,0.069,0,0.07785,0.9094122778136253
chr7,2279857,2283856,ENST00000397049,ENSG00000106268,NUDT1,0.43896969359597293,1.943,1.6011,0.035175,0.8542558137398749
chr7,121511143,121515142,ENST00000393386,ENSG00000106278,PTPRZ1,0.616370808678501,0.288,0.19412,0.09415000000000004,0.9214364766747101
chr7,99715465,99719464,ENST00000437822,ENSG00000106290,TAF6,0.4666138722786785,0.803,0.54759,0.1397,0.8611816768344192
chr7,123387122,123391121,ENST00000223023,ENSG00000106299,WASL,0.7369879557849827,0.373,0.16302,0.18405000000000016,0.9326939779126607
chr7,6046876,6050875,ENST00000223029,ENSG00000106305,AIMP2,0.6425865117453903,0.997,0.47409,0.05992499999999999,0.8091802091184163
chr7,127231689,127235688,ENST00000265825,ENSG00000106328,FSCN3,0.2295728777154775,1.058,0.71373,0.16765,0.669695860733809
chr7,100208133,100212132,ENST00000393950,ENSG00000106330,MOSPD3,0.5050177836032023,1.233,0.65722,0.19840000000000002,0.8350324908901535
chr7,127981963,127985962,ENST00000223073,ENSG00000106344,RBM28,0.446807878553816,0.795,0.56923,0.06375000000000001,0.7400465815741539
chr7,6142515,6146514,ENST00000306177,ENSG00000106346,USP42,0.7464532230141422,0.133,0.042283,0.15000000000000008,0.6380453060734351
chr7,128048307,128052306,ENST00000338791,ENSG00000106348,IMPDH1,0.5564258695973919,0.735,0.4625,0.15477500000000008,0.7964542878275811
chr7,100134848,100138847,ENST00000300176,ENSG00000106351,AGFG2,0.5911685979998795,0.838,0.48,0.201525,0.746478358901457
chr7,32528031,32532030,ENST00000450169,ENSG00000106355,LSM5,0.5410748660319442,1.331,0.52132,0.10342500000000004,0.9443534656872584
chr7,100768370,100772369,ENST00000223095,ENSG00000106366,SERPINE1,0.2972124693163934,0.678,0.32224,0.08927500000000002,0.7314670755834841
chr7,100842303,100846302,ENST00000223114,ENSG00000106384,MOGAT3,0.41403520186434134,1.729,1.1778,0.08245000000000004,0.4046189916182545
chr7,7220246,7224245,ENST00000436587,ENSG00000106392,C1GALT1,0.6665481692143619,0.466,0.14817,0.17090000000000027,0.9686856793999652
chr7,100858955,100862954,ENST00000223127,ENSG00000106397,PLOD3,0.4961916547694566,0.799,0.57557,0.19477499999999998,0.766724167672336
chr7,7678604,7682603,ENST00000396682,ENSG00000106399,RPA3,0.6844694377009706,1.95,1.6813,0.10155000000000004,0.6425751996153923
chr7,100858949,100862948,ENST00000305105,ENSG00000106400,ZNHIT1,0.49449023195613334,1.72,1.032,0.19477499999999998,0.9188082026194231
chr7,8006425,8010424,ENST00000223145,ENSG00000106415,GLCCI1,0.7521271094815024,0.563,0.28501,0.3495500000000003,0.9691683246675432
chr7,11011499,11015498,ENST00000403050,ENSG00000106443,PHF14,0.518246599006694,0.42,0.24778,0.17062500000000014,0.9562928347556005
chr7,129249555,129253554,ENST00000393232,ENSG00000106459,NRF1,0.6706996752227681,0.185,0.039064,0.29462499999999975,0.9475363670993726
chr7,12248926,12252925,ENST00000396667,ENSG00000106460,TMEM106B,0.5783917340521114,0.61,0.23616,0.040625000000000015,0.9047355129290857
chr7,149533456,149537455,ENST00000223210,ENSG00000106479,ZNF862,0.5357298040598913,0.861,0.61240000000000006,0.06815000000000002,0.30063542184926056
chr7,37954518,37958517,ENST00000436072,ENSG00000106483,SFRP4,0.5148741418764302,0.967,0.55399,0.1505750000000002,0.8565618468107025
chr7,15724438,15728437,ENST00000262041,ENSG00000106511,MEOX2,0.6241045669538594,0.374,0.078844,0.4031,0.9728438296863577
chr7,16683443,16687442,ENST00000306999,ENSG00000106524,ANKMY2,0.6448925850787978,0.89,0.53739,0.21732500000000002,0.7151184129639704
chr7,39015598,39019597,ENST00000403058,ENSG00000106536,POU6F2,0.45649412511908544,0.512,0.30188,0.4421499999999998,0.853487977084318
chr7,17336246,17340245,ENST00000242057,ENSG00000106546,AHR,0.7167442944460515,0.158,0.050089,0.08222499999999995,0.7288318614696814
chr7,132764843,132768842,ENST00000262570,ENSG00000106554,CHCHD3,0.4780761753905969,0.631,0.31968,0.12854999999999994,0.896923845748717
chr7,42969823,42973822,ENST00000223321,ENSG00000106588,PSMA2,0.5032039941817038,0.278,0.058703,0.051,0.8370864636316384
chr7,42969799,42973798,ENST00000223324,ENSG00000106591,MRPL32,0.49763341382176807,1.573,0.85543,0.053599999999999995,0.850657398761974
chr7,66384212,66388211,ENST00000341567,ENSG00000106609,TMEM248,0.6175575598507901,0.499,0.1584,0.07652500000000005,0.9114521844527923
chr7,151215011,151219010,ENST00000262187,ENSG00000106615,RHEB,0.8700443722629854,0.249,0,0.14805000000000007,0.9865160359111361
chr7,44161108,44165107,ENST00000406581,ENSG00000106628,POLD2,0.5633376812416113,0.742,0.42512,0.0711,0.8131082619667346
chr7,44178932,44182931,ENST00000223364,ENSG00000106631,MYL7,0.1662263646887708,1.512,0.84673,0.1408250000000001,0.8640675396689605
chr7,72970333,72974332,ENST00000223368,ENSG00000106635,BCL7B,0.6274685013276216,0.713,0.27603,0.08775000000000002,0.8996814386578674
chr7,44238648,44242647,ENST00000223369,ENSG00000106636,YKT6,0.4567413263065437,0.587,0.22728,0.1234,0.89287925219889
chr7,72991122,72995121,ENST00000305632,ENSG00000106638,TBL2,0.6491988684059916,0.874,0.50081,0.08194999999999991,0.884932685531808
chr7,73586575,73590574,ENST00000265753,ENSG00000106682,EIF4H,0.7315893187959456,0.548,0.21189,0.12697500000000006,0.9081615811945397
chr7,73496270,73500269,ENST00000336180,ENSG00000106683,LIMK1,0.47018719327632313,0.228,0.088266,0.12365000000000002,0.8164073862360606
chr9,108318411,108322410,ENST00000223528,ENSG00000106692,FKTN,0.5041310740792606,0.854,0.54642,0.07615,0.9087486152406701
chr9,108208383,108212382,ENST00000481272,ENSG00000106701,FSD1L,0.5570242623540416,0.494,0.25018,0.08200000000000003,0.8913954760236417
chr9,39286136,39290135,ENST00000297668,ENSG00000106714,CNTNAP3,0.6348984162533995,0.804,0.57548,0.09097500000000007,0.6409574213542045
chr9,91001334,91005333,ENST00000375859,ENSG00000106723,SPIN1,0.8419445001933535,0.278,0,0.04879999999999996,0.9507558421448937
chr9,77701126,77705125,ENST00000361092,ENSG00000106733,NMRK1,0.7835367041820759,1.454,0.8998,0.07385000000000001,0.7504817161004076
chr9,111880226,111884225,ENST00000374586,ENSG00000106771,TMEM245,0.6491994383013555,0.588,0.38707,0.1836250000000001,0.8758333333333332
chr9,123474749,123478748,ENST00000373930,ENSG00000106780,MEGF9,0.6439461527786039,0.28,0.059119,0.3461999999999993,0.6124564041528817
chr9,101865371,101869370,ENST00000374994,ENSG00000106799,TGFBR1,0.7547833974729987,0.391,0.17074,0.24984999999999985,0.8976851851851851
chr9,101982583,101986582,ENST00000223641,ENSG00000106803,SEC61B,0.6619440019300054,1.472,0.58727,0.11847500000000004,0.780190216489947
chr9,95164842,95168841,ENST00000262551,ENSG00000106809,OGN,0.16700764059955742,0.984,0.5237,0.22995000000000027,0.8981107713798359
chr9,82184688,82188687,ENST00000376552,ENSG00000106829,TLE4,0.922572463354165,0.147,0.046697,0.44455000000000017,0.9344556312843918
chr9,116838753,116842752,ENST00000265132,ENSG00000106927,AMBP,0.23152086406392783,1.429,0.98373,0.060700000000000004,0.6612631160666919
chr9,117690698,117694697,ENST00000223795,ENSG00000106952,TNFSF8,0.31336735607485006,0.334,0,0.14412500000000003,0.3399027587798346
chr9,4677566,4681565,ENST00000381854,ENSG00000106993,CDC37L1,0.5728393059012588,0.323,0.1025,0.1301500000000001,0.9442950821419607
chr9,5302970,5306969,ENST00000381627,ENSG00000107014,RLN2,0.3679493790854228,1.888,1.1295,0.02615000000000001,0.40537989021492044
chr9,5337874,5341873,ENST00000223862,ENSG00000107018,RLN1,0.4192298398483785,1.861,1.013,0.024874999999999987,0.956390085489833
chr9,5435879,5439878,ENST00000223864,ENSG00000107020,PLGRKT,0.4134677321077279,1.904,1.3695,0.048825000000000014,0.8201496456585416
chr9,131547483,131551482,ENST00000372648,ENSG00000107021,TBC1D13,0.454313764598985,0.663,0.36725,0.136675,0.9241903809134786
chr9,5627119,5631118,ENST00000414202,ENSG00000107036,KIAA1432,0.6985550939372771,0.376,0.25847,0.13725000000000012,0.9427982439900117
chr9,6755656,6759655,ENST00000381309,ENSG00000107077,KDM4C,0.8143474574055188,0.525,0.36137,0.14030000000000006,0.8246014437355202
chr9,35603367,35607366,ENST00000336395,ENSG00000107140,TESK1,0.6193030091904277,0.295,0.11402,0.212725,0.8644015796254008
chr9,138592038,138596037,ENST00000371757,ENSG00000107147,KCNT1,0.4300418696842459,0.471,0.32409,0.012900000000000005,0.8443224880641007
chr9,35671853,35675852,ENST00000378357,ENSG00000107159,CA9,0.2697439649406748,1.101,0.73424,0.14585000000000004,0.6686777602185623
chr9,133452993,133456992,ENST00000319725,ENSG00000107164,FUBP3,0.550082215525378,0.368,0.19567,0.24819999999999984,0.8411199163997709
chr9,35730332,35734331,ENST00000353704,ENSG00000107175,CREB3,0.4503274101744465,1.034,0.60945,0.19177500000000006,0.39475258496194665
chr9,35747284,35751283,ENST00000378078,ENSG00000107185,RGP1,0.40926276747959683,1.155,0.75034,0.26767499999999994,0.8697428279850504
chr9,139093005,139097004,ENST00000371746,ENSG00000107187,LHX3,0.6392375639237564,0.798,0.40445,0.069075,0.9258216299949118
chr9,32524323,32528322,ENST00000379883,ENSG00000107201,DDX58,0.4625487963565387,1.053,0.80611,0.07942499999999997,0.6928532398944444
chr9,33262760,33266759,ENST00000472232,ENSG00000107262,BAG1,0.5491488193300385,1.2,0.70758,0.16874999999999996,0.8837461279412843
chr9,72285223,72289222,ENST00000265381,ENSG00000107282,APBA1,0.6882767931595876,0.352,0.1872,0.20214999999999994,0.9592756914927265
chr9,135228373,135232372,ENST00000224140,ENSG00000107290,SETX,0.6929781077237899,0.283,0.19467,0.03829999999999999,0.7441661942267853
chr9,17577121,17581120,ENST00000380607,ENSG00000107295,SH3GL2,0.669609566894503,0.773,0.45551,0.11460000000000006,0.8989796528678088
chr9,38067209,38071208,ENST00000377707,ENSG00000107338,SHB,0.7940507276253302,0.326,0.10371,0.2530250000000002,0.8396393980304357
chr9,33815565,33819564,ENST00000263228,ENSG00000107341,UBE2R2,0.626484209973891,0.25,0,0.28330000000000005,0.9456625317911136
chr9,74523848,74527847,ENST00000377041,ENSG00000107362,ABHD17B,0.7542478821697197,0.533,0.16948,0.2021000000000001,0.9749342332972648
chr9,37783055,37787054,ENST00000327304,ENSG00000107371,EXOSC3,0.5566946784663274,1.111,0.56291,0.11515000000000003,0.9339197990009872
chr9,74978164,74982163,ENST00000237937,ENSG00000107372,ZFAND5,0.8143536857402106,0.447,0.094284,0.13067499999999996,0.9518163659150103
chr10,97048782,97052781,ENST00000329399,ENSG00000107438,PDLIM1,0.5687295160979372,0.821,0.41593,0.09732500000000001,0.887925638572498
chr10,97801340,97805339,ENST00000465148,ENSG00000107443,CCNJ,0.7014203762619304,0.163,0,0.17545000000000016,0.9397680010669723
chr10,98062153,98066152,ENST00000371174,ENSG00000107447,DNTT,0.2364543938587845,0.999,0.68111,0.07935000000000009,0.7638576832340058
chr10,116851384,116855383,ENST00000355044,ENSG00000107518,ATRNL1,0.846559340964224,0.265,0.1667,0.2447250000000003,0.9304853659303023
chr10,100204684,100208683,ENST00000325103,ENSG00000107521,HPS1,0.40716238993318504,0.692,0.46682,0.022374999999999996,0.7867404847904659
chr10,13340102,13344101,ENST00000263038,ENSG00000107537,PHYH,0.6906575772718843,1.166,0.7046,0.05612500000000001,0.7275521394468606
chr10,101767677,101771676,ENST00000324109,ENSG00000107554,DNMBP,0.7635267750874687,0.706,0.53671,0.065925,0.8421258772051117
chr10,119804115,119808114,ENST00000355624,ENSG00000107560,RAB11FIP2,0.6485115459074118,0.356,0.11309,0.2622499999999999,0.941836001087569
chr10,101946092,101950091,ENST00000421367,ENSG00000107566,ERLIN1,0.2461374711037935,0.541,0.25743,0.20692500000000005,0.8349434284121088
chr10,120838317,120842316,ENST00000369144,ENSG00000107581,EIF3A,0.7940435116477468,0.129,0.065332,0.126675,0.8999612334388822
chr10,102088244,102092243,ENST00000318222,ENSG00000107593,PKD2L1,0.17570547179306478,1.244,0.96146,0.11940000000000008,0.7733313046188417
chr10,17241682,17245681,ENST00000377799,ENSG00000107614,TRDMT1,0.4811408985982041,1.191,0.79417,0.07789999999999998,0.8926558547627234
chr10,48388992,48392991,ENST00000224600,ENSG00000107618,RBP3,0.36152388550912534,0.663,0.40904,0.37147499999999967,0.8871334156998777
chr10,70659034,70663033,ENST00000373585,ENSG00000107625,DDX50,0.5492115468266303,0.616,0.41519,0.139075,0.9518247896922967
chr10,49512733,49516732,ENST00000374189,ENSG00000107643,MAPK8,0.7480937994533161,0.207,0.043688,0.14472500000000021,0.8891776416423477
chr10,121650223,121654222,ENST00000369075,ENSG00000107651,SEC23IP,0.49848562736864127,0.521,0.35142,0.08762500000000001,0.8311682197551895
chr10,123685552,123689551,ENST00000369043,ENSG00000107669,ATE1,0.813700497189497,0.45,0.24951,0.09549999999999999,0.7526818859197066
chr10,123732733,123736732,ENST00000369023,ENSG00000107672,NSMCE4A,0.6256918708186937,0.706,0.37592,0.11892499999999998,0.876696950258337
chr10,73531256,73535255,ENST00000394957,ENSG00000107738,C10orf54,0.2364645663614736,0.466,0.14807,0.03674999999999998,0.8639954514089716
chr10,73846532,73850531,ENST00000373109,ENSG00000107742,SPOCK2,0.572653426033584,0.471,0.23858,0.25242500000000007,0.8573273773387428
chr10,74383864,74387863,ENST00000361114,ENSG00000107745,MICU1,0.5448577389732754,1.305,0.89781,0.05207499999999998,0.8294780555210468
chr10,75253783,75257782,ENST00000394829,ENSG00000107758,PPP3CB,0.48091322891047844,0.1,0,0.26404999999999995,0.9579137237395787
chr10,86086419,86090418,ENST00000224756,ENSG00000107771,CCSER2,0.6228583162777208,0.386,0.20533,0.07487500000000004,0.7917571792452124
chr10,88514407,88518406,ENST00000372037,ENSG00000107779,BMPR1A,0.9001254357308728,0.373,0.17736,0.14567500000000017,0.8664618562937714
chr10,89262632,89266631,ENST00000371996,ENSG00000107789,MINPP1,0.6844986161719643,0.73,0.4044,0.12085000000000001,0.8783644723139509
chr10,90749148,90753147,ENST00000458208,ENSG00000107796,ACTA2,0.5080519549972926,0.366,0.11624,0.0323,0.9347015863933252
chr10,91009816,91013815,ENST00000336233,ENSG00000107798,LIPA,0.39962873201670707,1.039,0.65337,0.045200000000000025,0.6857575926248543
chr10,102887257,102891256,ENST00000370196,ENSG00000107807,TLX1,0.26780208486272206,0.56,0.1181,0.15212500000000004,0.8682815304293039
chr10,102745783,102749782,ENST00000311916,ENSG00000107815,C10orf2,0.5543192063453246,0.635,0.37419,0.4003000000000001,0.5757896844543093
chr10,102757233,102761232,ENST00000370220,ENSG00000107816,LZTS2,0.564538202862282,0.482,0.25652,0.14652500000000016,0.8464216499565154
chr10,103453017,103457016,ENST00000331272,ENSG00000107829,FBXW4,0.6413296123259664,0.769,0.44087,0.23007499999999992,0.8869080908202247
chr10,103533717,103537716,ENST00000320185,ENSG00000107831,FGF8,0.5485062346875342,0.527,0.16738,0.2857999999999999,0.7852004943762193
chr10,103541171,103545170,ENST00000370110,ENSG00000107833,NPM3,0.38574108094294407,1.024,0.39632,0.26360000000000006,0.8449364185601789
chr10,93556069,93560068,ENST00000371627,ENSG00000107854,TNKS2,0.6538106760882462,0.484,0.32999,0.21245000000000008,0.949389028613595
chr10,103999232,104003231,ENST00000370002,ENSG00000107859,PITX3,0.46306717689809307,0.473,0.099751,0.1553,0.9444726006938567
chr10,104003289,104007288,ENST00000369983,ENSG00000107862,GBF1,0.3775009437523594,0.559,0.43187,0.17417500000000022,0.9125008287454113
chr10,25010598,25014597,ENST00000396432,ENSG00000107863,ARHGAP21,0.8047309710243907,0.166,0.088601,0.28172499999999984,0.9094535926395154
chr10,94048845,94052844,ENST00000265997,ENSG00000107864,CPEB3,0.6289811759053904,0.179,0.037736,0.26239999999999997,0.9783736450180609
chr10,104177571,104181570,ENST00000224862,ENSG00000107872,FBXL15,0.591075591075591,0.961,0.37178,0.29080000000000056,0.9140218910717921
chr10,104190419,104194418,ENST00000369937,ENSG00000107874,CUEDC2,0.3982421451976888,0.636,0.30248,0.10807500000000006,0.9199418497139727
chr10,104261744,104265743,ENST00000369902,ENSG00000107882,SUFU,0.5716578076421622,0.11,0,0.3005499999999997,0.9428500626796493
chr10,27387422,27391421,ENST00000376087,ENSG00000107890,ANKRD26,0.5548010996654632,0.726,0.57738,0.08282500000000007,0.45989127393591206
chr10,27527745,27531744,ENST00000396271,ENSG00000107897,ACBD5,0.733704046957059,0.497,0.28497,0.12635000000000007,0.8400830617900001
chr10,126148404,126152403,ENST00000368842,ENSG00000107902,LHPP,0.5268766988779922,1.526,0.92846,0.08117499999999998,0.790663192045968
chr10,127406145,127410144,ENST00000356792,ENSG00000107938,EDRF1,0.7023058327784119,0.399,0.2688,0.09595000000000001,0.8449438955487074
chr10,127510115,127514114,ENST00000368759,ENSG00000107949,BCCIP,0.5828276728112808,0.793,0.40165,0.037825000000000004,0.5422084623323014
chr10,30636249,30640248,ENST00000263063,ENSG00000107951,MTPAP,0.45503151093213207,0.19,0.039984,0.11055000000000001,0.7542152288309073
chr10,105251736,105255735,ENST00000369780,ENSG00000107954,NEURL1,0.5398577885488535,0.756,0.38311,0.17062499999999997,0.8124249275689995
chr10,3213004,3217003,ENST00000380989,ENSG00000107959,PITRM1,0.5828295697904524,0.938,0.71777,0.02832499999999999,0.7958991541369757
chr10,105675964,105679963,ENST00000224950,ENSG00000107960,OBFC1,0.45914020730812205,1.281,0.85408,0.13652500000000006,0.7521006448785325
chr10,30720866,30724865,ENST00000263056,ENSG00000107968,MAP3K8,0.7279973594672047,0.325,0.10313,0.06989999999999999,0.8013267948119696
chr10,131760106,131764105,ENST00000368648,ENSG00000108001,EBF3,0.9523809523809523,0.149,0.031322,0.5243499999999999,0.9629227053140096
chr10,131932663,131936662,ENST00000368644,ENSG00000108010,GLRX3,0.5062326168652885,0.496,0.23596,0.032925,0.8261904761904761
chr10,108922285,108926284,ENST00000344440,ENSG00000108018,SORCS1,0.672589409881921,0.322,0.206,0.23610000000000006,0.8784078646446876
chr10,5724801,5728800,ENST00000328090,ENSG00000108021,FAM208B,0.7100594498449978,0.331,0.22808,0.06639999999999997,0.5170679314940301
chr10,111681312,111685311,ENST00000502935,ENSG00000108039,XPNPEP1,0.5171717171717172,0.406,0.23282,0.08555,0.9328677502221787
chr10,112325449,112329448,ENST00000361804,ENSG00000108055,SMC3,0.5881920447025955,0.037,0,0.08262500000000002,0.9764753706097106
chr10,112677305,112681304,ENST00000369452,ENSG00000108061,SHOC2,0.7237285540738561,0.137,0,0.2355999999999999,0.9618991907155727
chr10,60142782,60146781,ENST00000487519,ENSG00000108064,TFAM,0.523992825329007,0.597,0.26109,0.08407499999999997,0.7146683312204685
chr10,61664415,61668414,ENST00000263102,ENSG00000108091,CCDC6,0.6016180943100954,0.444,0.21129,0.3829250000000002,0.8768714889425705
chr10,35377293,35381292,ENST00000374748,ENSG00000108094,CUL2,0.5433021907151668,0.1,0.021179,0.13072500000000004,0.9026771902853222
chr10,35623802,35627801,ENST00000374704,ENSG00000108100,CCNY,0.9129962287805028,0.411,0.15909,0.09589999999999996,0.9665815919192052
chr19,55917146,55921145,ENST00000264552,ENSG00000108106,UBE2S,0.5529745042492917,0.64,0.13494,0.10282499999999999,0.2635755925013175
chr19,55895300,55899299,ENST00000558815,ENSG00000108107,RPL28,0.6864764146317545,0.604,0,0.12782500000000002,0.28580398182695754
chr10,80826792,80830791,ENST00000334512,ENSG00000108175,ZMIZ1,0.7859502245879683,0.255,0.13573,0.3691250000000004,0.9259498224423192
chr10,81105234,81109233,ENST00000225174,ENSG00000108179,PPIF,0.3771019303765239,1.404,0.67419,0.05924999999999998,0.8176718515618229
chr10,70090685,70094684,ENST00000358769,ENSG00000108187,PBLD,0.7544043258328973,1.532,1.0117,0.1674500000000002,0.8497775068957568
chr10,82211922,82215921,ENST00000429989,ENSG00000108219,TSPAN14,0.6087005081811582,0.303,0.063832,0.05564999999999997,0.8543087496600722
chr10,95515642,95519641,ENST00000371418,ENSG00000108231,LGI1,0.3186679678942022,0.185,0.038948,0.45200000000000007,0.8112487318674276
chr10,96160261,96164260,ENST00000225235,ENSG00000108239,TBC1D12,0.8036266227076035,0.609,0.38971,0.21280000000000002,0.8927806610933616
chr17,27571881,27575880,ENST00000225387,ENSG00000108255,CRYBA1,0.24081614781733002,0.984,0.56379,0.12925000000000003,0.9793047799600234
chr17,27619137,27623136,ENST00000225388,ENSG00000108256,NUFIP2,0.6330226833128187,0.192,0.040445,0.5012750000000001,0.8305506658577173
chr17,27914568,27918567,ENST00000394869,ENSG00000108262,GIT1,0.5712486888627167,0.224,0.098088,0.23337499999999992,0.8841801488331228
chr17,35764965,35768964,ENST00000394395,ENSG00000108264,TADA2A,0.6553192025629462,0.851,0.57364,0.0939250000000001,0.7051785965964894
chr17,35304175,35308174,ENST00000225402,ENSG00000108270,AATF,0.5586212482764207,1.005,0.69192,0.16022500000000006,0.8316488737689071
chr17,34840479,34844478,ENST00000225410,ENSG00000108278,ZNHIT3,0.5057291892438626,1.815,1.1444,0.07535000000000001,0.8719075872651931
chr17,36859795,36863794,ENST00000325718,ENSG00000108292,MLLT6,0.6561518335342799,0.188,0.072683,0.43179999999999985,0.8860268924566767
chr17,36906989,36910988,ENST00000225426,ENSG00000108294,PSMB3,0.5806234490512169,0.308,0,0.12092499999999999,0.9478163743437485
chr17,36979735,36983734,ENST00000225428,ENSG00000108296,CWC25,0.5319787208511659,0.792,0.47862,0.09067500000000002,0.8256002625404424
chr17,37354536,37358535,ENST00000225430,ENSG00000108298,RPL19,0.45623661319008313,0.283,0,0.09172499999999992,0.5499378917783456
chr17,37555917,37559916,ENST00000264658,ENSG00000108306,FBXL20,0.7339265068114412,0.255,0.098772,0.2564750000000003,0.892330562919006
chr17,42383927,42387926,ENST00000426726,ENSG00000108309,RUNDC3A,0.3220317274440561,0.38,0.1472,0.15187500000000018,0.9365183534569141
chr17,42296995,42300994,ENST00000302904,ENSG00000108312,UBTF,0.7677144932046893,0.061,0,0.4525499999999999,0.9133189933072264
chr17,38169697,38173696,ENST00000225474,ENSG00000108342,CSF3,0.2916780603408987,0.748,0.23763,0.21185000000000012,0.9186956035982092
chr17,38135050,38139049,ENST00000264639,ENSG00000108344,PSMD3,0.551931868503302,0.111,0,0.15377500000000002,0.9281419646365573
chr17,38294576,38298575,ENST00000264645,ENSG00000108349,CASC3,0.6230051035212589,0.391,0.21664,0.15152500000000002,0.9363715256915318
chr17,44894127,44898126,ENST00000225512,ENSG00000108379,WNT3,0.5007616848785784,0.394,0.12508,0.39299999999999985,0.8067967884062648
chr17,56767934,56771933,ENST00000337432,ENSG00000108384,RAD51C,0.5642227771475431,1.45,0.99868,0.06869999999999997,0.8312552582207532
chr17,56593267,56597266,ENST00000323456,ENSG00000108389,MTMR4,0.4206455552351714,0.251,0.13929,0.25700000000000006,0.8928609199441871
chr17,57182083,57186082,ENST00000262294,ENSG00000108395,TRIM37,0.6996515551136704,0.636,0.46654,0.09627499999999997,0.911836514311496
chr17,57640886,57644885,ENST00000251241,ENSG00000108406,DHX40,0.4881181759794477,0.364,0.20188,0.2319500000000001,0.9613499753982139
chr17,39578776,39582775,ENST00000225550,ENSG00000108417,KRT37,0.3025470136448703,1.353,0.89137,0.07644999999999996,0.5448016381746151
chr17,57968297,57972296,ENST00000325752,ENSG00000108423,TUBD1,0.5457607038981956,0.892,0.55047,0.31109999999999993,0.8487971235258088
chr17,45725204,45729203,ENST00000290158,ENSG00000108424,KPNB1,0.6582255034267418,0.092,0.019338,0.30034999999999995,0.8726868932069571
chr17,44998528,45002527,ENST00000225567,ENSG00000108433,GOSR2,0.48864908887305303,1.35,0.81632,0.13140000000000004,0.6805490464289081
chr17,46016937,46020936,ENST00000225573,ENSG00000108439,PNPO,0.3586157432311278,1.492,0.94171,0.12067499999999996,0.873901924330202
chr17,57968525,57972524,ENST00000225577,ENSG00000108443,RPS6KB1,0.5345687811831789,0.312,0.14822,0.293975,0.8998023106014718
